LFS_NR,AF_DATUM,ARTIKEL_NR,MANDANT,KUNDE,KUNDEN_NR,STANDORT,STANDORT_NR,HERKUNFT,HERKUNFT_NR,Monat,AF_STATUS,GT_BEZEICHNUNG,LPOS_BEZEICHNUNG,LPOS_MENGE,LPOS_ME,ZIEL_KURZ,LIEFERANT,LIEFERANTEN_NR,BEFOERDERER,LST_ART,ZU_AB,FAHRZEUGKNZ
5146440,13.08.2025 00:00:00,70M1240,01,RHH Rohstoffhandel Haiger GmbH,111256,RHH,73100,Kirchberg,923,Aug.,zugeordnet,"Automotoren/Getriebe, trocken","Automotoren/Getriebe, trocken","0,0000",to,RHH,RHH,,,Verwertung,Herkunft/Ziel,
5369083,06.08.2025 00:00:00,70M1190,01,RHH Rohstoffhandel Haiger GmbH,111256,RHH,73100,Kirchberg,923,Aug.,zugeordnet,Grobbleche,Grobbleche,"0,0000",to,RHH,RHH,,,Verwertung,Herkunft/Ziel,
5350979,08.08.2025 00:00:00,20P1030,02,GreenCycle GmbH,113631,GreenCycle,77787,Heilbronn Benzstraße,356,Aug.,zugeordnet,Output Heilbronn - Kartonage B19 Lidl + Kaufland Menge,Kartonagen B19,"0,0000",to,Greencycle,GreenCycle,113631,,Verwertung,Herkunft/Ziel,
5356602,08.08.2025 00:00:00,53B1010,02,RUZ Mineralik GmbH,114211,RUZ,81144,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Baustoffe auf Gipsbasis,Baustoffe auf Gipsbasis,"0,0000",to,TKDZ Wellen,RUZ Mineralik,9371,,Verwertung,Herkunft/Ziel,
5275105,07.08.2025 00:00:00,90I0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Aug.,zugeordnet,Bielefeld,Infektiöse Abfälle,"0,0000",to,MVA Bielefeld,MVA Bielefeld,,,Beseitigung,Herkunft/Ziel,
5275105,07.08.2025 00:00:00,90Z0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Aug.,zugeordnet,Bielefeld,Zytostatika Abfälle,"0,0000",to,MVA Bielefeld,MVA Bielefeld,,,Beseitigung,Herkunft/Ziel,
5275105,07.08.2025 00:00:00,90T0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Aug.,zugeordnet,Bielefeld,"infektiöse Abfälle, tierisch","0,0000",to,MVA Bielefeld,MVA Bielefeld,,,Beseitigung,Herkunft/Ziel,
5275105,07.08.2025 00:00:00,90O0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Aug.,zugeordnet,Bielefeld,Körper und Organabfälle,"0,0000",to,MVA Bielefeld,MVA Bielefeld,,,sonstige Stoffleistung,Herkunft/Ziel,
5275106,21.08.2025 00:00:00,90I0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Aug.,zugeordnet,Bielefeld,Infektiöse Abfälle,"0,0000",to,MVA Bielefeld,MVA Bielefeld,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275106,21.08.2025 00:00:00,90Z0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Aug.,zugeordnet,Bielefeld,Zytostatika Abfälle,"0,0000",to,MVA Bielefeld,MVA Bielefeld,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275106,21.08.2025 00:00:00,90T0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Aug.,zugeordnet,Bielefeld,"infektiöse Abfälle, tierisch","0,0000",to,MVA Bielefeld,MVA Bielefeld,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275106,21.08.2025 00:00:00,90O0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Aug.,zugeordnet,Bielefeld,Körper und Organabfälle,"0,0000",to,MVA Bielefeld,MVA Bielefeld,,HAPART,sonstige Stoffleistung,Herkunft/Ziel,LB HA 9606
5356758,08.08.2025 00:00:00,20P1061,02,Palm Recycling GmbH & Co. KG,117080,Palm,87656,Öhringen,295,Aug.,zugeordnet,Output Öhringen - Natron Welle II Vertragsmenge zu Palm,Natron Welle 2 W52 (4.03.00 Ausgang),"0,0000",to,Palm Aalen,Palm Recycling,10098,,Verwertung,Herkunft/Ziel,
5291206,31.07.2025 00:00:00,70M1130,02,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Öhringen,295,Juli,erledigt,Output Öhringen Mischschrott,Mischschrott,"7,6900",to,Hoffmann,,,Hoffmann Schrott,Verwertung,Herkunft/Ziel,GER HO 523
5291206,31.07.2025 00:00:00,70M1130,02,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Öhringen,295,Juli,erledigt,Output Öhringen Mischschrott,Mischschrott,"7,6900",to,Hoffmann,,,Hoffmann Schrott,Verwertung,Herkunft/Ziel,GER HO 523
5291206,31.07.2025 00:00:00,70M1130,02,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Öhringen,295,Juli,erledigt,Output Öhringen Mischschrott,Mischschrott,"7,5800",to,Hoffmann,,,Hoffmann Schrott,Verwertung,Herkunft/Ziel,GER HO 523
5291206,31.07.2025 00:00:00,70M1130,02,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Öhringen,295,Juli,erledigt,Output Öhringen Mischschrott,Mischschrott,"7,5800",to,Hoffmann,,,Hoffmann Schrott,Verwertung,Herkunft/Ziel,GER HO 523
5347657,01.08.2025 00:00:00,11S1043,02,"Alba Nordbaden GmbH
c/o ALBA Management GmbH",118569,Alba,90389,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Ersatzbrennstoffvorprodukt (DS 365) Ballen ALBA KA,DS 365 Ersatzbrennstoffvorprodukt_02,"0,0000",to,Alba Nordbaden KA EBS,ALBA Nordbaden,,,Verwertung,Herkunft/Ziel,Parlak
5356868,06.08.2025 00:00:00,11S1043,02,"Alba Nordbaden GmbH
c/o ALBA Management GmbH",118569,Alba,90389,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Ersatzbrennstoffvorprodukt (DS 365) Ballen ALBA KA,DS 365 Ersatzbrennstoffvorprodukt_02,"0,0000",to,Alba Nordbaden KA EBS,ALBA Nordbaden,,,Verwertung,Herkunft/Ziel,
5275350,22.08.2025 00:00:00,90O0000,03,"GSB - Sonderabfall-Entsorgung
Bayern GmbH",119734,GSB Baar-Ebenhausen,92697,Benningen HAPART,3,Aug.,zugeordnet,Output Körper und Organ nur für SNH-BAYDIREK Hapart Direkttransport,Körper und Organabfälle - by-,"0,0010",to,GSB Baar-Ebenhausen,GSB Baar-Ebenhausen,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 816
5355947,04.08.2025 00:00:00,11S1042,02,"Infraserv GmbH & Co. Höchst KG
Umweltschutz
Abfall- und Altlastenmanagement
Gebäude D 787",131582,Infraserv GmbH,113739,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Sortierreste (DS 831),DS 831 LVP Sortierreste,"0,0000",to,T2C,Infraserv GmbH,11748,,Verwertung,Herkunft/Ziel,
5355949,06.08.2025 00:00:00,11S1042,02,"Infraserv GmbH & Co. Höchst KG
Umweltschutz
Abfall- und Altlastenmanagement
Gebäude D 787",131582,Infraserv GmbH,113739,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Sortierreste (DS 831),DS 831 LVP Sortierreste,"0,0000",to,T2C,Infraserv GmbH,11748,,Verwertung,Herkunft/Ziel,
5356696,06.08.2025 00:00:00,30H4040,02,BEB Bio Energie Baden GmbH,132722,BEB Bio Energie Baden,116201,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern Holz AIV Hackschnitzel zu BEB Kehl,Holz AIV,"0,0000",to,BEB Kehl,BEB Kehl,,,Verwertung,Herkunft/Ziel,
5347525,01.08.2025 00:00:00,10S1030,01,EEW Energy from Waste Heringen GmbH,125456,EEW,102338,Karlsruhe,824,Aug.,zugeordnet,Output Karlsruhe - gemischte Siedlungsabfälle zu EEW Heringen,gemischte Siedlungsabfälle zur Verwertung,"0,0000",to,EEW Heringen,EEW Heringen,10072,,sonstige Stoffleistung,Herkunft/Ziel,
5344567,01.08.2025 00:00:00,53B1010,12,TERRA SSM GmbH,124930,TERRA,101395,Walldorf,1631,Aug.,zugeordnet,Output FRASSUR - Gipskarton zu Gipsbergbau Engel Ralingen,Gipskarton,"0,0000",to,Horst-Peterstollen,TERRA,10485,,Verwertung,Herkunft/Ziel,
5346965,30.07.2025 00:00:00,10S2020,02,"NTG mbH
Entsorgung-Transporte-Logistik",120715,NTG,109823,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - Sonstige Abfälle a.d.mech.Behandlung nach Helmstedt,Gewerbeabfallgemisch nach §4 Abs.1 GewAbfVO (nicht abschliessend behandeltes Gemisch),"23,8700",to,MVA Helmstedt,NTG,9917,,Verwertung,Herkunft/Ziel,MGY 736
5356628,07.08.2025 00:00:00,11S1042,02,HavLog Service GmbH & Co. KG,139093,HavLog,157703,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Sortierreste lose (DS 831) nach Darmstadt,DS 831 LVP Sortierreste lose,"0,0000",to,MHKW Darmstadt,HavLog,,,Verwertung,Herkunft/Ziel,
5356718,06.08.2025 00:00:00,10S2020,02,HavLog Service GmbH & Co. KG,139093,HavLog,157703,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Sonstige Abfälle a.d. mech.Behandlung nach Offenbach,Sonstige Abfälle a.d.mech.Behandlung,"0,0000",to,MVA Offenbach,HavLog,,,Verwertung,Herkunft/Ziel,
5356888,05.08.2025 00:00:00,51B1035,01,Zeller Recycling GmbH,130725,Zeller,112024,Benningen,2,Aug.,zugeordnet,Output Benningen - Bitumengemische (Dachpappe) zu Zeller,Bitumengemische,"0,0000",to,Zeller Mutterstadt,Zeller Recycling,10384,,Verwertung,Herkunft/Ziel,
5356711,07.08.2025 00:00:00,10S1040,01,Zeller Recycling GmbH,130725,Zeller,112024,Kirchberg,923,Aug.,zugeordnet,Output Kirchberg - gemischte Siedlungsabfälle zur Sortierung nach Mutterstadt,gemischte Siedlungsabfälle,"0,0000",to,Zeller Mutterstadt,Zeller Recycling,10384,,Verwertung,Herkunft/Ziel,
5346975,01.08.2025 00:00:00,10S1040,02,Zeller Recycling GmbH,130725,Zeller,112024,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - gemischte Siedlungsabfälle zur Sortierung nach Mutterstadt,gemischte Siedlungsabfälle zur Sortierung,"0,0000",to,Zeller Mutterstadt,Zeller Recycling,10384,,Verwertung,Herkunft/Ziel,
5353359,12.08.2025 00:00:00,80S1902,01,AVG Abfall-Verwertungs-Gesellschaft mbH,133765,AVG,118561,Somüö,327,Aug.,offen,"vorgemischte Abfälle, die gefährliche Stoffe enthalten","Output vorgemischte Abfälle, die gefährliche Stoffe enthalten","0,0000",to,AVG,,,,Beseitigung,Herkunft/Ziel,
5356562,08.08.2025 00:00:00,41K9016,02,ELM Recycling GmbH & Co. KG,130087,ELM,110700,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - DS 352 Mischkunststoffe werkstofflich zu ELM/Xplastic,DS 352 Mischkunststoffe (werkstofflich),"0,0000",to,ELM Xplastics,ELM,11174,KURZ Recycling,Verwertung,Herkunft/Ziel,HN KR 9661
5356566,07.08.2025 00:00:00,41K9011,02,ELM Recycling GmbH & Co. KG,130087,ELM,110700,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - DS 352 Mischkunststoff energetisch zu ELM Heidenheim,DS 352 Mischkunststoffe (energetisch),"0,0000",to,ELM Heidenheim,ELM,11174,,Verwertung,Herkunft/Ziel,
5356571,04.08.2025 00:00:00,11S1043,02,ELM Recycling GmbH & Co. KG,130087,ELM,110700,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Ersatzbrennstoffvorprodukt (DS 365) Ballen ELM,DS 365 Ersatzbrennstoffvorprodukt,"0,0000",to,ELM Heidenheim,ELM,11174,,Verwertung,Herkunft/Ziel,
5347007,01.08.2025 00:00:00,11S1043,02,ELM Recycling GmbH & Co. KG,130087,ELM,110700,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Ersatzbrennstoffvorprodukt (DS 365) Ballen ELM,DS 365 Ersatzbrennstoffvorprodukt,"0,0000",to,ELM Heidenheim,ELM,11174,,Verwertung,Herkunft/Ziel,
5355966,05.08.2025 00:00:00,40K6040,01,Veka Umwelttechnik GmbH,128435,Veka,107470,Bruchsal,504,Aug.,zugeordnet,Output Bruchsal - PVC-Fenster m/o Glas und Rolläden,PVC-Fenster m/o Glas,"0,0000",to,Veka,Veka,,,Verwertung,Herkunft/Ziel,
5356611,05.08.2025 00:00:00,40K6040,01,Veka Umwelttechnik GmbH,128435,Veka,107470,Benningen,2,Aug.,zugeordnet,Output Benningen - PVC-Fenster m/o Glas und Rolläden,PVC-Fenster m/o Glas,"0,0000",to,Veka,Veka,,,Verwertung,Herkunft/Ziel,
5347321,01.08.2025 00:00:00,40K5017,01,"RCS Rohstoffverwertung GmbH
Nordlippepark III",142909,RCS,136171,Benningen,2,Aug.,zugeordnet,Output Benningen - PET Flaschen von ALDI zu RCS,"PET-Flaschen, bunt <70/30","0,0000",to,RCS,,,,Verwertung,Herkunft/Ziel,
5347623,30.07.2025 00:00:00,10S1030,02,BEB Burgenland Ersatzbrennstroff GmbH,142078,BEB,134607,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - gemischte Siedlungsabfälle zur Verwertung,gemischte Siedlungsabfälle zur Verwertung,"22,3100",to,BEB Steigra,BEB Steigra,11273,,Verwertung,Herkunft/Ziel,SK XX 716
5356941,07.08.2025 00:00:00,10S1030,02,BEB Burgenland Ersatzbrennstroff GmbH,142078,BEB,134607,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - gemischte Siedlungsabfälle zur Verwertung,gemischte Siedlungsabfälle zur Verwertung,"0,0000",to,BEB Steigra,BEB Steigra,11273,,Verwertung,Herkunft/Ziel,
5356942,08.08.2025 00:00:00,10S1030,02,BEB Burgenland Ersatzbrennstroff GmbH,142078,BEB,134607,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - gemischte Siedlungsabfälle zur Verwertung,gemischte Siedlungsabfälle zur Verwertung,"0,0000",to,BEB Steigra,BEB Steigra,11273,,Verwertung,Herkunft/Ziel,
5369387,07.08.2025 00:00:00,71M1030,02,"PreZero Pyral GmbH
",151584,Pyral,154226,Schwaigern,4,Aug.,zugeordnet,Aluminium (DS 420) lose,Aluminium (DS 420) lose,"0,0000",to,PreZero Pyral,,,,Verwertung,Herkunft/Ziel,
5356763,05.08.2025 00:00:00,20P1030,01,"RecycLog GmbH
Gesellschaft für Recycling und Logistik",155528,RecycLog,161883,Bruchsal,504,Aug.,zugeordnet,Output Bruchsal - Kartonage B19 Vertragsmenge zu Recyclog,Kartonage B19,"0,0000",to,RecycLog,RecycLog,,,Verwertung,Herkunft/Ziel,
5347020,30.07.2025 00:00:00,21P1031,02,"RecycLog GmbH
Gesellschaft für Recycling und Logistik",155528,RecycLog,161883,Schwaigern,4,Juli,erledigt,Output Schwaigern - PPK aus LVP DS 550 zu Recyclog,PPK aus LVP DS 550,"24,7200",to,RecycLog,RecycLog,,,Verwertung,Herkunft/Ziel,SK F 2098
5328461,12.08.2025 00:00:00,41K1010,02,Vogt-Plastic GmbH,150209,Vogt-Plastic,151471,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - DS 310 Kunststoff-Folie zu Vogt-Plastic Handsortiert,DS 310 Kunststoff-Folie,"0,0000",to,Vogt Folienanlage,Vogt-Plastic,,,Verwertung,Herkunft/Ziel,
5328524,01.08.2025 00:00:00,41K9014,02,Vogt-Plastic GmbH,150209,Vogt-Plastic,151471,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - DS 351-0 Formstabile Kunststoffe zu Vogt,DS 351-0 Formstabile Kunststoffe,"0,0000",to,Vogt FSK Anlage,Vogt-Plastic,,,Verwertung,Herkunft/Ziel,
5328529,12.08.2025 00:00:00,41K9014,02,Vogt-Plastic GmbH,150209,Vogt-Plastic,151471,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - DS 351-0 Formstabile Kunststoffe zu Vogt,DS 351-0 Formstabile Kunststoffe,"0,0000",to,Vogt FSK Anlage,Vogt-Plastic,,,Verwertung,Herkunft/Ziel,
5328534,22.08.2025 00:00:00,41K9014,02,Vogt-Plastic GmbH,150209,Vogt-Plastic,151471,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - DS 351-0 Formstabile Kunststoffe zu Vogt,DS 351-0 Formstabile Kunststoffe,"0,0000",to,Vogt FSK Anlage,Vogt-Plastic,,,Verwertung,Herkunft/Ziel,
5310911,31.07.2025 00:00:00,41K1010,02,Vogt-Plastic GmbH,150209,Vogt-Plastic,151471,Schwaigern,4,Juli,erledigt,Output Schwaigern - DS 310 Kunststoff-Folie zu Vogt-Plastic Handsortiert,DS 310 Kunststoff-Folie,"24,1500",to,Vogt Folienanlage,Vogt-Plastic,,,Verwertung,Herkunft/Ziel,RW AK 680
5369756,31.07.2025 00:00:00,15B1025,09,Florian Klingenstein,156667,Klingenstein,164144,Engstingen,1181,Juli,erledigt,Gärreste (aus anaerober Behandlung tierischer und pflanzlicher Abfälle),Gärreste (aus anaerober Behandlung tierischer und pflanzlicher Abfälle),"14,4200",to,vom Berge Ostrach,,,,,,
5310939,31.07.2025 00:00:00,41K9011,02,"Lober GmbH & Co. KG
",151135,Lober,153309,Schwaigern,4,Juli,erledigt,Output Schwaigern - DS 352 Mischkunststoffe energet Verwertung zu Lober,DS 352 Mischkunststoffe (energetisch),"25,1800",to,Lober,Lober,,,Verwertung,Herkunft/Ziel,SAD L 509
5347716,31.07.2025 00:00:00,10S1030,12,KURZ Muldendienst West GmbH,100013,MDW,201603,Walldorf,1631,Juli,erledigt,Output FRASSUR - gemischte Siedlungsabfälle nach Offenbach Subunternehmer,gemischte Siedlungsabfälle zur Verwertung,"20,6400",to,MVA Offenbach,Kurz,,Kurz,Verwertung,Herkunft/Ziel,PF E 897
5347345,31.07.2025 00:00:00,10S1030,12,KURZ Muldendienst West GmbH,100013,MDW,201603,Walldorf,1631,Juli,erledigt,Output FRASSUR - gemischte Siedlungsabfälle nach Offenbach Walking Floor,gemischte Siedlungsabfälle zur Verwertung,"21,9600",to,MVA Offenbach,Kurz,,Kurz,Verwertung,Herkunft/Ziel,F MD 9682
5368899,06.08.2025 00:00:00,10S1030,12,KURZ Muldendienst West GmbH,100013,MDW,201603,Walldorf,1631,Aug.,zugeordnet,Output FRASSUR - gemischte Siedlungsabfälle nach Offenbach Subunternehmer,gemischte Siedlungsabfälle zur Verwertung,"0,0000",to,MVA Offenbach,Kurz,,,Verwertung,Herkunft/Ziel,
5368969,08.08.2025 00:00:00,10S2020,13,Energieversorgung Offenbach AG,171701,EVO,203077,Frankfurt,1630,Aug.,zugeordnet,Output MDW - Sonstige Abfälle nach Offenbach Walking Floor,Sonstige Abfälle a.d.mech.Behandlung,"0,0000",to,MVA Offenbach,EVO,,Kurz,Verwertung,Herkunft/Ziel,F MD 9682
5368964,06.08.2025 00:00:00,10S2020,13,Energieversorgung Offenbach AG,171701,EVO,203077,Frankfurt,1630,Aug.,zugeordnet,Output MDW - Sonstige Abfälle nach Offenbach Walking Floor,Sonstige Abfälle a.d.mech.Behandlung,"0,0000",to,MVA Offenbach,EVO,,Kurz,Verwertung,Herkunft/Ziel,F MD 9682
5347071,31.07.2025 00:00:00,30H2060,02,Schuon Transportbeton GmbH,166645,Schuon,185105,Heilbronn Austraße,358,Juli,zugeordnet,Output Heilbronn - Holz AII Hackschnitzel zu Gfrörer,Holz AII Hackschnitzel,"0,0000",to,Gfrörer,Schuon,,,Verwertung,Herkunft/Ziel,
5356648,07.08.2025 00:00:00,51B1021,13,Winfried Beiler GmbH,174359,Beiler,208980,Frankfurt,1630,Aug.,zugeordnet,Output MDW - Bauschutt zu Beiler Groß-Gerau,Bauschutt,"0,0000",to,Beiler Groß-Gerau,Beiler,,,Verwertung,Herkunft/Ziel,
5347328,30.07.2025 00:00:00,40K5011,01,REMONDIS Resource Management GmbH,160948,REMONDIS Essen,172961,Benningen,2,Juli,erledigt,"Output Benningen - PET-Flaschen, natur 100/0 zu Remondis","PET-Flaschen, natur 100/0","20,9300",to,Remondis Resource Management,REMONDIS Resource Management,,,Verwertung,Herkunft/Ziel,KT GJ 500
5333587,31.07.2025 00:00:00,53B1010,01,JL Umwelt Consult e.K.,161307,JL,173648,Kirchberg,923,Juli,in_Bearbeitung,Output Kirchberg - Gipskarton,Gipskarton,"0,0000",to,Bahnlog Umwelt GmbH,JL,,,Verwertung,Herkunft/Ziel,LB KW 137
5356716,05.08.2025 00:00:00,51B1021,02,JL Umwelt Consult e.K.,161307,JL,173648,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Bauschutt,Bauschutt,"0,0000",to,JL Umwelt,JL,,,Verwertung,Herkunft/Ziel,
5356656,06.08.2025 00:00:00,51B1021,13,JL Umwelt Consult e.K.,161307,JL,173648,Frankfurt,1630,Aug.,zugeordnet,Output MDW - Bauschutt,Bauschutt,"0,0000",to,JL Umwelt,JL,,,Verwertung,Herkunft/Ziel,
5353532,31.07.2025 00:00:00,30H4060,13,Helmut Haug GmbH,172731,Haug,205639,Frankfurt,1630,Juli,erledigt,Output MDW - Holz AIV vorgebrochen (angeliefert) in Fechenheim,Holz AIV Vorgebrochen,"4,3600",to,Biomasse Fechenheim,Haug,,Kurz,Verwertung,Herkunft/Ziel,F MD 645
5320317,12.08.2025 00:00:00,78M1010,01,Kämpf Schrott- und Metallgroßhandel GmbH,159649,Kämpf,169550,Kirchberg,923,Aug.,offen,Sammelschrott,Sammelschrott,"0,0000",to,Kämpf Stgt,Kämpf Stgt,,,Verwertung,Herkunft/Ziel,
5355768,05.08.2025 00:00:00,70M3045,01,Kämpf Schrott- und Metallgroßhandel GmbH,159649,Kämpf,169550,Bruchsal,504,Aug.,zugeordnet,Kupfer Kabell mit Stecker,Kupfer-PVC-Kabell (mit Stecker),"0,0000",to,Kämpf Umweltservice,Kämpf Stgt,,,Verwertung,Herkunft/Ziel,
5355768,05.08.2025 00:00:00,70M3040,01,Kämpf Schrott- und Metallgroßhandel GmbH,159649,Kämpf,169550,Bruchsal,504,Aug.,zugeordnet,Kupfer Kabel ohne Stecker,Kupfer-PVC-Kabel (ohne Stecker),"0,0000",to,Kämpf Stgt,Kämpf Stgt,,,Verwertung,Herkunft/Ziel,
5355768,05.08.2025 00:00:00,70M2150,01,Kämpf Schrott- und Metallgroßhandel GmbH,159649,Kämpf,169550,Bruchsal,504,Aug.,zugeordnet,Aluminiumteile,Aluminiumteile,"0,0000",to,Kämpf Stgt,Kämpf Stgt,,,Verwertung,Herkunft/Ziel,
5355768,05.08.2025 00:00:00,70M6020,01,Kämpf Schrott- und Metallgroßhandel GmbH,159649,Kämpf,169550,Bruchsal,504,Aug.,zugeordnet,Messing schwer / Armaturenmessing,Messing schwer / Armaturenmessing,"0,0000",to,Kämpf Stgt,Kämpf Stgt,,,Verwertung,Herkunft/Ziel,
5353122,30.07.2025 00:00:00,90I0000,03,SARPI Schkopau GmbH,176524,SARPI Schkopau,213165,Benningen HAPART,3,Juli,zugeordnet,infektiöse Abfälle,infektiöse Abfälle,"0,2250",to,SARPI Schkopau,,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9652
5353122,30.07.2025 00:00:00,90Z0000,03,SARPI Schkopau GmbH,176524,SARPI Schkopau,213165,Benningen HAPART,3,Juli,zugeordnet,Zytostatika,Zytostatika Abfälle,"1,8610",to,SARPI Schkopau,SARPI Schkopau,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9652
5353122,30.07.2025 00:00:00,90O0000,03,SARPI Schkopau GmbH,176524,SARPI Schkopau,213165,Benningen HAPART,3,Juli,zugeordnet,Organabfälle,Organabfälle,"4,2960",to,SARPI Schkopau,,,HAPART,sonstige Stoffleistung,Herkunft/Ziel,LB HA 9652
5275568,15.08.2025 00:00:00,90Z0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Aug.,zugeordnet,Zytostatika-Abfälle,Zytostatika-Abfälle - CAP 0001320,"0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275568,15.08.2025 00:00:00,90T0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Aug.,zugeordnet,"infektiöse Abfälle, tierisch","infektiöse Abfälle, tierisch - CAP 0001321","0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275568,15.08.2025 00:00:00,90O0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Aug.,zugeordnet,Organabfälle,Organabfälle - CAP 0001319,"0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275568,15.08.2025 00:00:00,90O0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Aug.,zugeordnet,Organabfälle,Organabfälle - CAP 0001319,"0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275568,15.08.2025 00:00:00,90O0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Aug.,zugeordnet,Organabfälle parafin,Organabfälle parafin - CAP 0001319,"0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275568,15.08.2025 00:00:00,90O0000,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Aug.,zugeordnet,Organabfälle parafin,Organabfälle parafin - CAP 0001319,"0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5275568,15.08.2025 00:00:00,80S1613,03,SARPI Deutschland Gmbh,175755,SARPI,211663,Benningen HAPART,3,Aug.,zugeordnet,"Chemikalien, die aus gefährlichen Stoffen bestehen oder solche enthalten","Chemikalien, die aus gefährlichen Stoffen bestehen oder solche enthalten - CAP 0001322","0,0000",to,SARPI Marl,SARPI,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9606
5346869,31.07.2025 00:00:00,51B1021,01,"Hans-Peter Merkle 
Natursteine & Transporte GmbH & Co. KG",175717,Merkle,211587,Benningen,2,Juli,erledigt,Output Benningen - Bauschutt,Bauschutt,"24,8700",to,Merkle,Merkle,,Merkle,Verwertung,Herkunft/Ziel,BK ME 63
5356684,04.08.2025 00:00:00,51B1021,01,"Hans-Peter Merkle 
Natursteine & Transporte GmbH & Co. KG",175717,Merkle,211587,Benningen,2,Aug.,zugeordnet,Output Benningen - Bauschutt,Bauschutt,"0,0000",to,Merkle,Merkle,,,Verwertung,Herkunft/Ziel,
5356606,05.08.2025 00:00:00,40K8070,01,BITEC SOLUTIONS GmbH,179723,BITEC,220134,Benningen,2,Aug.,zugeordnet,Output Benningen - PP Stegplatten / PP Deckel / PP Kisten sortenrein zu BITEC,"PP Stegplatten, PP Deckel, PP Kisten","0,0000",to,BITEC,BITEC,,,Verwertung,Herkunft/Ziel,
5356757,05.08.2025 00:00:00,40K8010,01,MFR Nord GmbH,180750,MFR,222130,Kirchberg,923,Aug.,offen,Output Kirchberg - Folie zur Ballenbewertung zu MFR,Folie zur Ballenbewertung,"0,0000",to,MFR Nord GmbH,,,,,,
